,relation,head,tail,weight
162699,RelatedTo,jerker/v,jerk,2.0
162701,RelatedTo,jet_sets/n,jet_set,2.0
162702,RelatedTo,jet_stream/n,courant_jet,2.0
162703,RelatedTo,jeu/n,jouer,2.0
162704,RelatedTo,jeu/n,joueur,2.0
162705,RelatedTo,jeux/n,jeux_olympiques,2.0
162706,RelatedTo,ji/n,j,2.0
162707,RelatedTo,joaillerie/n,joyau,2.0
162708,RelatedTo,jogging/n,survêtement,2.0
162709,RelatedTo,jokers/n,joker,2.0
162710,RelatedTo,jongler/v,jouer,2.0
162711,RelatedTo,jongler/v,méditer,2.0
162712,RelatedTo,jongler/v,penser,2.0
162713,RelatedTo,jongler/v,ruminer,2.0
162714,RelatedTo,joséphines/n,joséphine,2.0
162715,RelatedTo,jota/n,j,2.0
162716,RelatedTo,jour/n,journée,2.0
162717,RelatedTo,jour_j/n,normandie,2.0
162718,RelatedTo,jour_j/n,seconde_guerre_mondiale,2.0
162719,RelatedTo,journalier/a,journal,2.0
162720,RelatedTo,journalier/a,journaliste,2.0
162721,RelatedTo,journalisme/n,journaliste,2.0
162722,RelatedTo,journaliste/n,journalisme,2.0
162723,RelatedTo,journellement/r,jour,2.0
162724,RelatedTo,journellement/r,journée,2.0
162725,RelatedTo,journée/n,jour,2.0
162726,RelatedTo,jouvenceaux/n,jouvenceau,2.0
162727,RelatedTo,jouvencelle/n,jouvenceau,2.0
162728,RelatedTo,jouvencelles/n,jouvenceau,2.0
162729,RelatedTo,joyau/n,joaillerie,2.0
162730,RelatedTo,joyau/n,joaillier,2.0
162732,RelatedTo,judaïsme/n,juif,2.828
162733,RelatedTo,juge/n,arbitre,2.0
162734,RelatedTo,jugement/n,juger,2.0
162735,RelatedTo,juger/v,juge,2.0
162736,RelatedTo,juger/v,jugement,2.0
162737,RelatedTo,juif/n,judaïsme,2.828
162738,RelatedTo,juifs_errants/n,juif_errant,2.828
162739,RelatedTo,jura/n/wikt/fr_1,suisse,2.0
162740,RelatedTo,jurassiens/n,jurassien,2.0
162741,RelatedTo,jury/n,juré,2.0
162742,RelatedTo,juré/n,jury,2.0
162743,RelatedTo,justes/n,juste,2.0
162744,RelatedTo,justice/n,juste,2.0
162745,RelatedTo,justifiable/a,justifier,2.0
162746,RelatedTo,justification/n,justifier,2.0
162747,RelatedTo,justifier/v,juste,2.0
162748,RelatedTo,justifier/v,justification,2.0
162749,RelatedTo,jésuites/n,jésuite,2.0
162750,RelatedTo,jésus_marie_joseph,bonté_divine,2.0
162751,RelatedTo,k_ways/n,k_way,2.0
162752,RelatedTo,ka/n,k,2.0
162753,RelatedTo,kabbaliste/n,kabbale,2.0
162754,RelatedTo,kabbalistique/a,kabbale,2.0
162755,RelatedTo,kabyle/n,kabylie,2.0
162756,RelatedTo,kabyles/n,kabyle,2.0
162757,RelatedTo,kachoubes/n,kachoube,2.0
162758,RelatedTo,kalachnikov/n,fusil_d’_assaut,2.0
162759,RelatedTo,kalachnikovs/n,kalachnikov,2.0
162760,RelatedTo,kalmoukie/n,kalmouk,2.0
162761,RelatedTo,kalmouks/n,kalmouk,2.0
162762,RelatedTo,kalés/n,kalé,2.0
162763,RelatedTo,kamikaze/n,attentat_suicide,2.0
162764,RelatedTo,kangwané/n,kangwane,2.0
162765,RelatedTo,kappa/n/wikt/fr_1,κ,2.828
162766,RelatedTo,kazakh/n,kazakhstan,2.0
162767,RelatedTo,kenana/n,kénana,2.0
162768,RelatedTo,kenanas/n,kenana,2.0
162769,RelatedTo,khalkha/n,mongol,2.0
162770,RelatedTo,khalkha/n,mongolie,2.0
162771,RelatedTo,khalkhas/n,khalkha,2.0
162772,RelatedTo,kharidjisme/n,kharidjite,2.0
162773,RelatedTo,khassonké/n,afrique_de_l’_ouest,2.0
162774,RelatedTo,khassonkés/n,khassonké,2.0
162775,RelatedTo,khi/n,χ,2.0
162776,RelatedTo,khâgne/n,hypokhâgne,2.0
162777,RelatedTo,kiloeuro/n,euro,2.0
162778,RelatedTo,kiloélectron_volts/n,kiloélectron_volt,2.0
162779,RelatedTo,kiloélectrons_volts/n,kiloélectron_volt,2.0
162780,RelatedTo,kinésithérapeute/n,kinésithérapie,2.0
162781,RelatedTo,kinésithérapie/n,kinésithérapeute,2.0
162782,RelatedTo,kinésithérapie/n,kinésithérapique,2.0
162783,RelatedTo,kitschissime/a,kitch,2.0
162784,RelatedTo,kiévain/a,kiévien,2.0
162785,RelatedTo,kiévite/a,kiévien,2.0
162786,RelatedTo,klingon/n,univers,2.0
162787,RelatedTo,konzern/n,activité,2.0
162788,RelatedTo,konzern/n,contrôle,2.0
162789,RelatedTo,konzern/n,distinct,2.0
162790,RelatedTo,konzern/n,entreprise,2.0
162791,RelatedTo,konzern/n,familial,2.0
162792,RelatedTo,konzern/n,horizontalement,2.0
162793,RelatedTo,konzern/n,juridiquement,2.0
162794,RelatedTo,konzern/n,verticalement,2.0
162795,RelatedTo,konzerns/n,konzern,2.0
162796,RelatedTo,kraken/n,créature,2.0
162797,RelatedTo,kraken/n,fantastique,2.0
162798,RelatedTo,kraken/n,légende,2.0
162799,RelatedTo,kraken/n,médiéval,2.0
162800,RelatedTo,kraken/n,scandinave,2.0
162801,RelatedTo,kraton/n,java,2.0
162802,RelatedTo,kraton/n,prince,2.0
162803,RelatedTo,kraton/n,résidence,2.0
162804,RelatedTo,ksi/n,ξ,2.0
162805,RelatedTo,ku/n,q,2.0
162806,RelatedTo,kurde/n,kurdistan,2.0
162807,RelatedTo,kwandébélé/n,kwandebele,2.0
162808,RelatedTo,kwazoulou/n,kwazulu,2.0
162809,RelatedTo,kénanas/n,kénana,2.0
162810,RelatedTo,la_flèche/n,poule_de_la_flèche,2.0
162811,RelatedTo,lab/n,a,2.0
162812,RelatedTo,lab/n,b,2.0
162813,RelatedTo,lab/n,l,2.0
162814,RelatedTo,labeur/n,labourer,2.0
162815,RelatedTo,laborantin/n,laboratoire,2.0
162816,RelatedTo,labour/n,labourable,2.0
162817,RelatedTo,labour/n,labourage,2.0
162818,RelatedTo,labour/n,labourer,2.0
162819,RelatedTo,lacer/v,lacet,2.0
162820,RelatedTo,lacet/n,lacer,2.0
162821,RelatedTo,lacet/n,laçage,2.0
162822,RelatedTo,lacté/a,lait,2.0
162823,RelatedTo,laguiole/n,aubrac,2.0
162824,RelatedTo,laguiole/n,français,2.0
162825,RelatedTo,lahore/n,pakistan,2.0
162826,RelatedTo,laissée_pour_compte/n,abandonné,2.0
162827,RelatedTo,laissée_pour_compte/n,chose,2.0
162828,RelatedTo,laissée_pour_compte/n,laisser_de_côté,2.0
162829,RelatedTo,laissée_pour_compte/n,marginalisé,2.0
162830,RelatedTo,laissée_pour_compte/n,personne,2.0
162831,RelatedTo,laissées_pour_compte/n,laissée_pour_compte,2.0
162832,RelatedTo,laissés_pour_compte/n,laissé_pour_compte,2.0
162833,RelatedTo,lait/n,laitue,2.0
162834,RelatedTo,lambda/n/wikt/fr_1,λ,2.0
162835,RelatedTo,lambrisser/v,lambris,2.0
162836,RelatedTo,lamentable/a,lamenter,2.0
162837,RelatedTo,lamiacées/n,dicotylédone,2.0
162838,RelatedTo,lamiacées/n,famille,2.0
162839,RelatedTo,lamiacées/n,lamiaceae,2.0
162840,RelatedTo,lamiacées/n,lamiacée,2.0
162841,RelatedTo,lamiacées/n,lamiales,2.0
162842,RelatedTo,lamiacées/n,lamier,2.0
162843,RelatedTo,lamiacées/n,lamium,2.0
162844,RelatedTo,lamiacées/n,plante,2.0
162845,RelatedTo,lance/v,lancer,2.0
162846,RelatedTo,lancerons/n,lanceron,2.0
162847,RelatedTo,lanceur_de_relève/n,lanceur_partant,2.0
162848,RelatedTo,lanceur_partant/n,lanceur_de_relève,2.0
162849,RelatedTo,lancinement/n,élancement,2.0
162850,RelatedTo,landais/n,landes,2.0
162851,RelatedTo,landaise/n,landes,2.0
162852,RelatedTo,lands/n,land,2.0
162853,RelatedTo,landsberg_am_lech/n,bavière,2.0
162854,RelatedTo,landsberg_am_lech/n,commune,2.0
162855,RelatedTo,landsberg_am_lech/n,land,2.0
162856,RelatedTo,langage/n,langue,2.0
162857,RelatedTo,langue_de_chat/n,allongé,2.0
162858,RelatedTo,langue_de_chat/n,arrondi,2.0
162859,RelatedTo,langue_de_chat/n,biscuit,2.0
162860,RelatedTo,langue_de_chat/n,croquant,2.0
162861,RelatedTo,langue_de_chat/n,extrémité,2.0
162862,RelatedTo,langue_de_chat/n,plat,2.0
162863,RelatedTo,langue_de_chat/n,pâte,2.0
162864,RelatedTo,languedoc/n,languedoc_roussillon,2.0
162865,RelatedTo,languedocien/n,languedoc,2.0
162866,RelatedTo,languedociens/n,languedocien,2.0
162867,RelatedTo,languedocitude/n,languedocien,2.0
162868,RelatedTo,langues_de_chat/n,langue_de_chat,2.0
162869,RelatedTo,langueur/n,languir,2.0
162870,RelatedTo,languide/a,langueur,2.0
162871,RelatedTo,lao/n,laos,2.0
162872,RelatedTo,laos/n,lao,2.0
162873,RelatedTo,laotien/n,laos,2.0
162874,RelatedTo,lapereau/n,lapin,2.0
162875,RelatedTo,lapin/n,lapereau,2.0
162876,RelatedTo,lapin/n,lapine,2.0
162877,RelatedTo,lapin/n,personne,2.0
162878,RelatedTo,lapins/n,lapin,2.0
162879,RelatedTo,lapon/n,laponie,2.0
162880,RelatedTo,laponne/n,lapon,2.0
162881,RelatedTo,larder/v,lard,2.0
162882,RelatedTo,larme/n,goutte,2.0
162883,RelatedTo,larme/n,larmoyant,2.0
162884,RelatedTo,larme/n,larmoyer,2.0
162885,RelatedTo,larmoyer/v,pleurer,2.0
162886,RelatedTo,latin/n,langue,2.0
162887,RelatedTo,latiniser/v,romaniser,2.0
162888,RelatedTo,latino_américaines/n,latino_américain,2.0
162889,RelatedTo,latins/n,latin,2.0
162890,RelatedTo,laurentien/n,laurentide,2.0
162891,RelatedTo,laurier/n,lauréat,2.0
162892,RelatedTo,lauriers_tins/n,laurier_tin,2.0
162893,RelatedTo,laver/v,lavage,2.0
162894,RelatedTo,lavoir/n,laver,2.0
162895,RelatedTo,le_caire,cairote,2.0
162897,RelatedTo,lecteur_graveur/n,appareil,2.828
162898,RelatedTo,lecteur_graveur/n,blu_ray,2.828
162899,RelatedTo,lecteur_graveur/n,cd,2.828
162900,RelatedTo,lecteur_graveur/n,cd_rom,2.828
162901,RelatedTo,lecteur_graveur/n,disque,2.828
162902,RelatedTo,lecteur_graveur/n,dvd,2.828
162903,RelatedTo,lecteur_graveur/n,graver,2.828
162904,RelatedTo,lecteur_graveur/n,lire,2.828
162905,RelatedTo,lecteurs_graveurs/n,lecteur_graveur,2.828
162906,RelatedTo,lectorat/n,lire,2.0
162907,RelatedTo,legos/n,lego,2.0
162908,RelatedTo,lendemain_de_veille/n,gueule_de_bois,2.0
162909,RelatedTo,lesbianisme/n,lesbien,2.0
162910,RelatedTo,lesbianisme/n,lesbienne,2.0
162911,RelatedTo,lesbien/n,lesbos,2.0
162912,RelatedTo,lesbiennes/n,lesbienne,2.0
162913,RelatedTo,lessiveuse/n,lessiveur,2.0
162914,RelatedTo,lestage/n,lest,2.0
162915,RelatedTo,letton,lettonie,2.0
162916,RelatedTo,lettonie/n,lette,2.0
162917,RelatedTo,lettonne/n,letton,2.0
162918,RelatedTo,lettons/n,letton,2.0
162919,RelatedTo,lettre/n,littéral,2.0
162920,RelatedTo,levantines/n,levantin,2.0
162921,RelatedTo,levantins/n,levantin,2.0
162922,RelatedTo,lexicographe/n,lexicographie,2.0
162923,RelatedTo,lexicographique/a,lexicographie,2.0
162924,RelatedTo,lexicologue/n,lexicologie,2.0
162925,RelatedTo,lgbti_friendly/a,militant,2.0
162926,RelatedTo,lgbti_friendly/a,solidaire,2.0
162927,RelatedTo,lgbti_phobie/n,aversion,2.828
162928,RelatedTo,lgbti_phobie/n,bisexuel,2.828
162929,RelatedTo,lgbti_phobie/n,discrimination,2.828
162930,RelatedTo,lgbti_phobie/n,homosexualité,2.828
162931,RelatedTo,lgbti_phobie/n,hostilité,2.828
162932,RelatedTo,lgbti_phobie/n,personne,2.828
162933,RelatedTo,lgbti_phobie/n,rejet,2.828
162934,RelatedTo,lgbti_phobie/n,transgenre,2.828
162935,RelatedTo,lgbti_phobie/n,transsexuel,2.828
162936,RelatedTo,lgbti_phobie/n,tribadisme,2.0
162937,RelatedTo,lgbti_phobies/n,lgbti_phobie,2.828
162938,RelatedTo,lhassa_apsos/n,lhassa_apso,2.0
162939,RelatedTo,liaison/n,lier,2.0
162940,RelatedTo,liban/n,libanais,2.0
162941,RelatedTo,libraire/n,livre,2.0
162942,RelatedTo,librairie/n,bibliothèque,2.0
162943,RelatedTo,libre_penseuse/a,libre_penseur,2.0
162944,RelatedTo,libres_choix/n,libre_choix,2.0
162945,RelatedTo,libres_penseurs/a,libre_penseur,2.0
162946,RelatedTo,libres_penseurs/n,libre_penseur,2.0
162947,RelatedTo,libres_penseuses/n,libre_penseur,2.0
162948,RelatedTo,libres_services/n,libre_service,2.0
162949,RelatedTo,libyen/n,libye,2.828
162950,RelatedTo,libération/n,libérer,2.0
162951,RelatedTo,libérer/v,libre,2.0
162952,RelatedTo,licencier/v,licence,2.0
162953,RelatedTo,liciter/v,licitation,2.0
162954,RelatedTo,lidos/n,lido,2.0
162955,RelatedTo,liement/n,lier,2.0
162956,RelatedTo,lien/n,lier,2.0
162957,RelatedTo,lier/v,liaison,2.0
162958,RelatedTo,lier/v,ligature,2.0
162959,RelatedTo,lier/v,obliger,2.0
162960,RelatedTo,ligature/n,lier,2.0
162961,RelatedTo,ligne/n,en_ligne,2.0
162962,RelatedTo,lignes_de_foulée/n,ligne_de_foulée,2.0
162963,RelatedTo,ligure/n,ligurie,2.0
162964,RelatedTo,ligurien/n/wikt/fr_1,ligurie,2.0
162965,RelatedTo,liguriens/n/wikt/fr_1,ligurien,2.0
162966,RelatedTo,likuta/n,zaïre,2.0
162967,RelatedTo,liliacées/n,plante,2.0
162968,RelatedTo,lillooet/n,canada,2.0
162969,RelatedTo,lillooet/n,colombie_britannique,2.0
162970,RelatedTo,limaille/n,lime,2.0
162971,RelatedTo,limbourg/n,chef_lieu,2.0
162972,RelatedTo,limbourgeois/n,belgique,2.0
162973,RelatedTo,limbourgeois/n,pays_bas,2.0
162974,RelatedTo,limousines/n,limousine,2.0
162975,RelatedTo,limousins/n,limousin,2.0
162976,RelatedTo,lin_de_nouvelle_zélande/n,phormium,2.0
162977,RelatedTo,linguistique/a,langue,2.0
162978,RelatedTo,linottes/n,linotte,2.0
162979,RelatedTo,linux/n,système_d_exploitation,2.0
162980,RelatedTo,lionne/n,membre,2.0
162981,RelatedTo,lions/n,lion,2.0
162982,RelatedTo,lipogrammatique/a,lipogramme,2.0
162983,RelatedTo,liquéfaction/n,liquéfiable,2.0
162984,RelatedTo,liquéfaction/n,liquéfier,2.0
162985,RelatedTo,liquéfier/v,liquéfaction,2.0
162986,RelatedTo,lis/n,li,2.0
162987,RelatedTo,lisser/v,lisse,2.0
162988,RelatedTo,litigieux/a,litige,2.0
162989,RelatedTo,littrés/n,littré,2.0
162990,RelatedTo,littéraire/a,littérature,2.0
162991,RelatedTo,littéral/a,lettre,2.0
162992,RelatedTo,littérature/n,littéraire,2.0
162993,RelatedTo,lituanien/n,lituanie,2.0
162994,RelatedTo,lituaniens/n,lituanien,2.0
162995,RelatedTo,lividité/n,livide,2.0
162996,RelatedTo,livyáni/n,empire,2.0
162997,RelatedTo,livyáni/n,livyánu,2.0
162998,RelatedTo,liège/n,léger,2.0
162999,RelatedTo,lièvres/n,lièvre,2.0
163000,RelatedTo,liégeois/n,liège,2.0
163001,RelatedTo,liégeois/n,wallon,2.0
163002,RelatedTo,lobs/n,lob,2.0
163003,RelatedTo,lobéliacées/n,famille,2.0
163004,RelatedTo,lobéliacées/n,lobélie,2.0
163005,RelatedTo,local/a,lieu,2.0
163006,RelatedTo,localement/r,local,2.0
163007,RelatedTo,localité/n,lieu,2.0
163008,RelatedTo,locataires_de_la_maison_blanche/n,locataire_de_la_maison_blanche,2.0
163009,RelatedTo,locridien/n,locrien,2.0
163010,RelatedTo,loge/n,logement,2.0
163011,RelatedTo,logement/n,loger,2.0
163012,RelatedTo,loi/n,légal,2.0
163013,RelatedTo,loin/r,lointain,2.0
163014,RelatedTo,loin/r,éloigner,2.0
163015,RelatedTo,loix/n,loi,2.0
163016,RelatedTo,lolement/r,lolesque,2.0
163017,RelatedTo,loltoshops/n,loltoshop,2.0
163018,RelatedTo,londonien/a,londres,2.0
163019,RelatedTo,long_courrier/n,long_cours,2.0
163020,RelatedTo,longane/n,longanier,2.0
163021,RelatedTo,longevillois/n,aube,2.0
163022,RelatedTo,longevillois/n,doubs,2.0
163023,RelatedTo,longevillois/n,longeville,2.0
163024,RelatedTo,longevillois/n,longeville_en_barrois,2.0
163025,RelatedTo,longevillois/n,longeville_lès_metz,2.0
163026,RelatedTo,longevillois/n,longeville_lès_saint_avold,2.0
163027,RelatedTo,longevillois/n,longeville_sur_mogne,2.0
163028,RelatedTo,longevillois/n,meuse,2.0
163029,RelatedTo,longevillois/n,moselle,2.0
163030,RelatedTo,longs_métrages/n,long_métrage,2.0
163031,RelatedTo,look/n,allure,2.0
163032,RelatedTo,look/n,apparence,2.0
163033,RelatedTo,look/n,aspect,2.0
163034,RelatedTo,lopins/n,lopin,2.0
163035,RelatedTo,loquet/n,serrure,2.0
163036,RelatedTo,lorgner/v,lorgnon,2.0
163037,RelatedTo,loriots/n,loriot,2.0
163038,RelatedTo,lors/r,quand,2.0
163039,RelatedTo,loucheuse/n,loucheur,2.0
163040,RelatedTo,louise_bonne/n,poire,2.0
163041,RelatedTo,louise_bonne/n,variété,2.0
163042,RelatedTo,louisiane/n,golfe_du_mexique,2.0
163043,RelatedTo,loupiots/n,loupiot,2.0
163044,RelatedTo,loups/n,loup,2.0
163045,RelatedTo,lourd/a,pesant,2.0
163046,RelatedTo,louve/n,loup,2.0
163047,RelatedTo,louve/n,louveteau,2.0
163048,RelatedTo,louver/v,louve,2.0
163049,RelatedTo,louveteau/n,louve,2.0
163050,RelatedTo,louveterie/n,loup,2.0
163051,RelatedTo,loyal/a,loi,2.0
163052,RelatedTo,loyal/a,loyauté,2.0
163053,RelatedTo,loyaliste/a,loyalisme,2.0
163054,RelatedTo,loyer/n,location,2.0
163055,RelatedTo,lubrique/a,lubricité,2.0
163056,RelatedTo,lucanien/n/wikt/fr_1,basilicate,2.0
163057,RelatedTo,lucanien/n/wikt/fr_1,lucanie,2.0
163058,RelatedTo,lueur/n,luire,2.0
163059,RelatedTo,luminescence/n,luminescent,2.0
163060,RelatedTo,luminier/n,église,2.0
163061,RelatedTo,lune/n,lunaire,2.0
163062,RelatedTo,lune/n,lunaison,2.0
163063,RelatedTo,lune/n,lunatique,2.0
163064,RelatedTo,lurons/n,luron,2.0
163065,RelatedTo,lutins/n,lutin,2.0
163066,RelatedTo,lutte/v,lutter,2.0
163067,RelatedTo,luxembourgeois/n,luxembourg,2.0
163068,RelatedTo,luxo/n,luxembourgeois,2.0
163069,RelatedTo,lycra/n,élasthanne,2.0
163070,RelatedTo,lymphatique/a,lymphe,2.0
163071,RelatedTo,lytique/a,lyse,2.0
163072,RelatedTo,lâcher/v,laisser,2.0
163073,RelatedTo,lâcher/v,relâcher,2.0
163074,RelatedTo,länder/n,land,2.0
163075,RelatedTo,länders/n,länder,2.0
163076,RelatedTo,légion/n,corps,2.0
163077,RelatedTo,légion_d’honneur/n,civil,2.0
163078,RelatedTo,légion_d’honneur/n,décerner,2.0
163079,RelatedTo,légion_d’honneur/n,décoration,2.0
163080,RelatedTo,légion_d’honneur/n,militaire,2.0
163081,RelatedTo,légion_d’honneur/n,république_française,2.0
163082,RelatedTo,législateur/n,législative,2.0
163083,RelatedTo,législateur/n,membre,2.0
163084,RelatedTo,législateurs/n,législateur,2.0
163085,RelatedTo,législatives/n,législative,2.0
163086,RelatedTo,légitimer/v,légitime,2.0
163087,RelatedTo,légitimisme/n,légitimiste,2.0
163088,RelatedTo,léonard/n,léon,2.0
163089,RelatedTo,léonistes/n,nom,2.0
163090,RelatedTo,léproserie/n,lépreux,2.0
163091,RelatedTo,lérida/n,espagne,2.0
163092,RelatedTo,lésiner/v,lésinerie,2.0
163093,RelatedTo,lésion/n,léser,2.0
163094,RelatedTo,léthéen/a,léthé,2.0
163095,RelatedTo,léviathan/n,monstrueux,2.0
163096,RelatedTo,lévypointois/n,saint_joseph_de_la_pointe_de_lévy,2.0
163097,RelatedTo,macanais/n,macao,2.0
163098,RelatedTo,macassar/n,indonésie,2.0
163099,RelatedTo,macchabées/n,macchabée,2.0
163100,RelatedTo,machine/n,machination,2.0
163101,RelatedTo,machine/n,machiniste,2.0
163102,RelatedTo,machine/n,mécanique,2.0
163103,RelatedTo,machisme/n,machiste,2.0
163104,RelatedTo,machisme/n,macho,2.0
163105,RelatedTo,macouba/n,martinique,2.0
163106,RelatedTo,macromoléculaire/a,macromolécule,2.0
163107,RelatedTo,macroéconomique/a,macroéconomie,2.0
163108,RelatedTo,macédoine/n,macédonien,2.0
163109,RelatedTo,macédonien/a,macédoine,2.0
163110,RelatedTo,macédonien/n,macédoine,2.0
163111,RelatedTo,macédoniens/n,divinité,2.0
163112,RelatedTo,macédoniens/n,hérétique,2.0
163113,RelatedTo,macédoniens/n,nier,2.0
163114,RelatedTo,macédoniens/n,saint_esprit,2.0
163115,RelatedTo,madeleines/n,madeleine,2.0
163116,RelatedTo,madelinien/a,îles_de_la_madeleine,2.0
163117,RelatedTo,mademoiselle/n,célibataire,2.0
163118,RelatedTo,mademoiselle/n,femme,2.0
163119,RelatedTo,mademoiselle/n,noble,2.0
163120,RelatedTo,mademoiselle/n,québec,2.0
163121,RelatedTo,madras/n,inde,2.0
163122,RelatedTo,madras/n,ville,2.0
163123,RelatedTo,madécasse/a,malgache,2.0
163124,RelatedTo,magasinier/n,magasin,2.0
163125,RelatedTo,magicien/n,magie,2.0
163126,RelatedTo,magique/a,magie,2.0
163127,RelatedTo,magnificat/n,cantique,2.0
163128,RelatedTo,magnificat/n,magnifier,2.0
163129,RelatedTo,magnificat/n,vierge,2.0
163130,RelatedTo,magnifique/a,magnificence,2.0
163131,RelatedTo,magnésie/n,magnésium,2.0
163132,RelatedTo,magnétisme/n,magnétique,2.0
163133,RelatedTo,magnétisme/n,magnétiseur,2.0
163134,RelatedTo,magnétotactique/a,magnétotactisme,2.0
163135,RelatedTo,magnétotactisme/n,magnétotactique,2.0
163136,RelatedTo,magouiller/v,magouille,2.0
163137,RelatedTo,magouilleur/n,magouillage,2.0
163138,RelatedTo,magouilleur/n,magouiller,2.0
163139,RelatedTo,maigreur/n,maigre,2.0
163140,RelatedTo,maigreur/n,maigrir,2.0
163141,RelatedTo,maigrir/v,maigrement,2.0
163142,RelatedTo,maigrir/v,maigreur,2.0
163143,RelatedTo,maillage/n,mailler,2.0
163144,RelatedTo,maillocher/v,mailloche,2.0
163145,RelatedTo,maillotins/n,maillotin,2.0
163146,RelatedTo,mains_courantes/n,main_courante,2.0
163147,RelatedTo,mains_d’œuvre/n,main_d’œuvre,2.0
163148,RelatedTo,maire/n,commune,2.0
163149,RelatedTo,maires_adjoints/n,maire_adjoint,2.0
163150,RelatedTo,mairie/n,maire,2.0
163151,RelatedTo,maison_mère/n,congrégation,2.0
163152,RelatedTo,maison_mère/n,filiale,2.0
163153,RelatedTo,maison_mère/n,résider,2.0
163154,RelatedTo,maison_mère/n,siège,2.0
163155,RelatedTo,maison_mère/n,société,2.0
163156,RelatedTo,maisons_mères/n,maison_mère,2.0
163157,RelatedTo,maitre_chanteur/n,chantage,2.0
163158,RelatedTo,majesté/n,majestueux,2.0
163159,RelatedTo,majoritairement/r,majoritaire,2.0
163160,RelatedTo,majorquin/a,majorque,2.0
163161,RelatedTo,majorquin/n,majorque,2.0
163162,RelatedTo,makassar/n,indonésie,2.0
163163,RelatedTo,makatea/n,atoll,2.0
163164,RelatedTo,making_of/n,audiovisuel,2.0
163165,RelatedTo,making_of/n,documentaire,2.0
163166,RelatedTo,making_of/n,film,2.0
163167,RelatedTo,making_of/n,production,2.0
163168,RelatedTo,making_of/n,tournage,2.0
163169,RelatedTo,making_of/n,œuvre,2.0
163170,RelatedTo,malabars/n,malabar,2.0
163171,RelatedTo,maladif/a,malade,2.0
163172,RelatedTo,maladif/a,maladie,2.0
163173,RelatedTo,malaises/n,malaise,2.0
163174,RelatedTo,malaisien/n/wikt/fr_1,malais,2.0
163175,RelatedTo,malaisien/n/wikt/fr_1,malaisie,2.0
163176,RelatedTo,maldivien/n,maldives,2.0
163177,RelatedTo,malgache/a,madagascar,2.0
163178,RelatedTo,malgache/n,madagascar,2.0
163179,RelatedTo,malgaches/n,malgache,2.0
163180,RelatedTo,malheureusement/r,malheureux,2.0
163181,RelatedTo,malin/n,diable,2.0
163182,RelatedTo,malinké/n,afrique_de_l’_ouest,2.0
163183,RelatedTo,malinké/n,guinée,2.0
163184,RelatedTo,maltage/n,malt,2.0
163185,RelatedTo,maltage/n,malter,2.0
163186,RelatedTo,maltais/n,malte,2.0
163187,RelatedTo,malte/n,maltais,2.0
163188,RelatedTo,malter/v,malt,2.0
163189,RelatedTo,malédiction/n,maudire,2.0
163190,RelatedTo,mamelle/n,mammifère,2.0
163191,RelatedTo,mamelouk/n,calife,2.0
163192,RelatedTo,mamelouk/n,cavalier,2.0
163193,RelatedTo,mamelouk/n,milice,2.0
163194,RelatedTo,mamelouks/n,mamelouk,2.0
163195,RelatedTo,man_buns/n,man_bun,2.0
163196,RelatedTo,manageur/n,directeur,2.0
163197,RelatedTo,manans/n,manant,2.0
163198,RelatedTo,manants/n,manant,2.0
163199,RelatedTo,mancelle/n,le_mans,2.0
